id,crew_name_directing,title,release_year,return,budget,revenue
129467,tage danielsson,release the prisoners to spring,1975,0.000,0,0
105737,hans alfredson,false as water,1985,0.000,0,0
71839,otto preminger,the moon is blue,1953,0.000,0,0
109881,william dieterle,love letters,1945,0.000,0,0
52337,delmer daves,pride of the marines,1945,0.000,0,0
32194,king vidor,comrade x,1940,0.000,0,0
80806,melvin frank,above and beyond,1952,0.000,0,0
44222,shane thueson,four stories of st. julian,2010,0.000,0,0
13585,russell thomas,bill bailey: tinselworm,2008,0.000,0,0
43790,busby berkeley,babes on broadway,1941,0.000,0,0
30630,clarence brown,conquest,1937,0.000,0,0
36814,william keighley,the street with no name,1948,0.000,0,0
32552,david butler,it's a great feeling,1949,0.000,0,0
133792,charles vidor,the joker is wild,1957,0.000,0,0
101422,j. lee thompson,the reincarnation of peter proud,1975,0.000,0,0
132859,joseph kane,"come on, rangers",1938,0.000,0,0
113214,joseph kane,"oh, susanna",1936,0.000,0,0
33481,mika kaurismäki,the worthless,1982,0.000,0,0
31549,adam mason,blood river,2009,0.000,0,0
43642,michael feifer,abandoned,2010,0.000,0,0
148482,aki kaurismäki,the saimaa gesture,1981,0.000,0,0
55063,damani baker,still bill,2010,0.000,0,0
22681,morgan j. freeman,homecoming,2009,0.000,1500000,0
39519,cornel wilde,beach red,1967,0.000,0,0
119764,charles vidor,a song to remember,1945,0.000,0,0
40985,lewis milestone,arch of triumph,1948,0.000,0,0
40264,jason friedberg,vampires suck,2010,4.027,20000000,80547866
28938,simon verhoeven,men in the city,2009,0.000,0,0
268021,david de vos,the theory of everything,2006,0.000,0,0
4204,nigel cole,$5 a day,2008,0.000,0,0
35791,paul w.s. anderson,resident evil: afterlife,2010,5.004,60000000,300228084
42430,hitoshi matsumoto,symbol,2009,0.000,0,0
35716,stan foster,preacher's kid,2010,0.000,7000000,0
37645,richard berry,22 bullets,2010,0.000,24000000,0
69119,lloyd bacon,larceny inc.,1942,0.000,0,0
24955,geir hansteen jorgensen,the new country,2000,0.000,0,0
32151,johnnie to,triangle,2007,0.000,5000000,0
55066,michael almereyda,the eternal,1998,0.000,0,0
104310,kim ki-young,oh! blue fish island,1977,0.000,0,0
124315,im kwon-taek,sopyonje,1993,0.000,0,0
66701,william a. wellman,heroes for sale,1933,0.000,290,0
43804,fritz lang,western union,1941,0.000,0,0
15915,bertrand bonello,the pornographer,2001,0.000,1500000,0
8886,wim wenders,palermo shooting,2008,0.000,0,0
46026,harry lachman,our relations,1936,0.000,400000,0
148636,peter medak,the hunchback,1997,0.000,0,0
31428,john carpenter,someone's watching me!,1978,0.000,0,0
49813,amos kollek,sue,1997,0.000,0,0
29424,george a. romero,hungry wives,1972,0.000,90000,0
60678,arto halonen,prinsessa,2010,0.000,0,0
39995,colin eggleston,long weekend,1978,0.000,0,0
37799,david fincher,the social network,2010,5.623,40000000,224920315
138522,šarūnas bartas,few of us,1996,0.000,0,0
114395,frederick wiseman,juvenile court,1973,0.000,0,0
45162,lauren montgomery,superman/batman: apocalypse,2010,0.000,3500000,0
96172,norman taurog,design for scandal,1941,0.000,0,0
15527,tony krantz,otis,2008,0.000,0,0
85692,shôhei imamura,a man vanishes,1967,0.000,0,0
110748,shôhei imamura,history of postwar japan as told by a bar hostess,1970,0.000,0,0
40652,jean-luc godard,the married woman,1964,0.000,120000,0
23168,ben affleck,the town,2010,4.163,37000000,154026136
45884,gillo pontecorvo,kapo,1960,0.000,0,0
35956,phil karlson,the phenix city story,1955,0.000,0,0
85819,matt mccormick,some days are better than others,2011,0.000,0,0
15834,kristian levring,fear me not,2008,0.000,0,0
22476,kyle rankin,infestation,2009,0.000,0,0
37059,anthony fankhauser,2012: supernova,2009,0.000,0,0
37735,will gluck,easy a,2010,9.369,8000000,74952305
38167,ryan murphy,eat pray love,2010,3.410,60000000,204594016
38568,rob epstein,howl,2010,20.567,30000,617000
45778,george vanbuskirk,camp hell,2010,0.000,3000000,0
18046,sam bozzo,blue gold: world water wars,2008,0.000,100000,0
27442,simon hynd,senseless,2008,0.000,0,0
107612,luis garcía berlanga,the rocket from calabuch,1956,0.000,0,0
33729,bud yorkin,come blow your horn,1963,0.000,0,0
50356,frank tashlin,susan slept here,1954,0.000,0,0
43939,casey affleck,i'm still here,2010,0.000,0,0
46563,sam wood,saratoga trunk,1945,0.000,1750000,0
60076,david stenn,girl 27,2007,0.000,0,0
15179,ella lemhagen,"patrik, age 1.5",2008,56299.000,0,56299
43949,rob reiner,flipped,2010,0.125,14000000,1755212
44992,toni myers,hubble 3d,2010,0.000,0,0
33909,oliver stone,wall street: money never sleeps,2010,1.925,70000000,134748021
48110,jules dassin,phaedra,1962,0.000,0,0
121154,richard eyre,tumbledown,1988,0.000,0,0
59572,kevin brownlow,buster keaton: a hard act to follow,1987,0.000,0,0
207681,delbert mann,mister buddwing,1966,0.000,0,0
41216,zack snyder,legend of the guardians: the owls of ga'hoole,2010,1.751,80000000,140073390
39691,brad peyton,cats & dogs 2 : the revenge of kitty galore,2010,1.323,85000000,112483764
42530,curtis harrington,what's the matter with helen?,1971,0.000,0,0
43491,irving rapper,rhapsody in blue,1945,0.000,0,0
43890,w.s. van dyke,broadway melody of 1936,1935,0.000,0,0
37596,jean negulesco,boy on a dolphin,1957,0.000,0,0
41486,yoshiyuki kuroda,lone wolf and cub: white heaven in hell,1974,0.000,0,0
41482,kenji misumi,lone wolf and cub: baby cart in the land of demons,1973,0.000,0,0
74714,pierre schoendoerffer,diên biên phu,1992,0.000,30000000,0
35219,noah buschel,the missing person,2009,0.000,0,0
72913,john sayles,amigo,2010,0.000,1200000,0
94959,george cukor,"edward, my son",1949,0.000,0,0
22734,robert d. webb,beneath the 12-mile reef,1953,0.000,0,0
56168,russell rouse,the oscar,1966,0.000,0,0
34145,claude sautet,the big risk,1960,0.000,0,0
40911,doze niu cheng-tse,monga,2010,0.000,0,0
54720,gaylen ross,killing kasztner,2008,0.000,0,0
43923,ryan fleck,it's kind of a funny story,2010,0.811,8000000,6491240
5719,russ meyer,mudhoney,1965,0.000,60000,0
71575,paola mendoza,entre nos,2009,0.000,0,0
159186,ahmed ahmed,just like us,2011,0.000,0,0
2754,alex van warmerdam,abel,1986,0.000,0,0
166204,satyajit ray,kanchenjungha,1962,0.000,0,0
161710,cecil b. demille,the squaw man,1914,0.000,0,0
38842,george gallo,middle men,2009,0.000,22000000,0
45261,jonathan parker,(untitled),2009,230600.000,0,230600
73682,radu muntean,the paper will be blue,2006,0.000,0,0
22136,françois ozon,ricky,2009,0.000,0,0
38410,john erick dowdle,the poughkeepsie tapes,2007,0.000,0,0
342218,anders grönros,the eighth day,1979,0.000,0,0
125946,frederick wiseman,the last letter,2002,0.000,0,0
154442,kaneto shindô,tree without leaves,1986,0.000,0,0
201695,nick grinde,remote control,1930,0.000,0,0
25694,norman z. mcleod,alice in wonderland,1933,0.000,0,0
42318,dennis iliadis,hardcore,2004,0.000,0,0
36569,matthew aeberhard,the crimson wing: mystery of the flamingos,2008,0.000,0,0
27023,hue rhodes,saint john of las vegas,2009,0.029,3800000,111731
38961,stephen frears,tamara drewe,2010,0.000,0,0
56969,satish kaushik,tere naam,2003,2.000,1,2
45077,richard levine,every day,2010,18000.000,0,18000
40599,giovanni rodríguez,red canyon,2008,0.000,1500000,0
52221,jeff bleckner,loving leah,2009,0.000,0,0
59581,norman foster,"thank you, mr. moto",1937,0.000,0,0
67531,edward sedgwick,west point,1928,0.000,0,0
125948,adrián caetano,red bear,2002,0.000,0,0
32021,dan curtis,the night strangler,1973,0.000,0,0
75938,robert aldrich,twilight's last gleaming,1977,0.000,0,0
706,rainer werner fassbinder,effi briest,1974,0.000,0,0
30931,frank de felitta,dark night of the scarecrow,1981,0.000,0,0
33009,brandon beckner,remarkable power,2008,0.000,0,0
46198,daryn tufts,my girlfriend's boyfriend,2010,0.000,1400000,0
18178,milčo mančevski,shadows,2007,0.000,0,0
117211,jack conway,brown of harvard,1926,0.000,0,0
41402,matt reeves,let me in,2010,1.207,20000000,24145613
45745,colin levy,sintel,2010,0.000,550000,0
10378,sacha goedegebure,big buck bunny,2008,0.000,150000,0
39486,randall wallace,secretariat,2010,1.721,35000000,60251371
27374,joel anderson,lake mungo,2008,0.000,0,0
44040,john erick dowdle,devil,2010,3.358,10000000,33583175
12807,valérie minetto,looking for cheyenne,2005,0.000,0,0
38303,andy fickman,you again,2010,1.600,20000000,32005248
38408,greg berlanti,life as we know it,2010,2.779,38000000,105610124
42296,henry joost,catfish,2010,101.531,30000,3045943
38031,woody allen,you will meet a tall dark stranger,2010,0.000,22000000,0
28018,darren doane,collision,2009,0.000,0,0
45729,darin scott,dark house,2009,0.000,0,0
44113,john curran,stone,2010,0.431,22000000,9479718
173672,steven hentges,hunger,2009,0.000,625000,0
9639,martin weisz,grimm love,2006,0.000,0,0
43894,w.s. van dyke,naughty marietta,1935,0.000,0,0
85290,tom gries,the hawaiians,1970,0.000,0,0
3592,hal roach,one million b.c.,1940,0.000,0,0
44639,charles ferguson,inside job,2010,3.936,2000000,7871522
43619,catherine corsini,leaving,2009,0.000,7600000,0
43933,gareth edwards,monsters,2010,8.486,500000,4242978
30071,lyman dayton,where the red fern grows,2003,0.000,0,0
17031,will meugniot,dragonlance: dragons of autumn twilight,2008,0.000,0,0
41994,lance bangs,david cross: bigger and blackerer,2010,0.000,0,0
15375,stuart rosenberg,"murder, inc.",1960,0.000,0,0
45094,tony goldwyn,conviction,2010,0.539,12500000,6732980
70695,abe sylvia,dirty girl,2010,0.014,4000000,55125
38415,rachel perkins,bran nue dae,2009,1.000,7,7
110502,jerry hopper,the private war of major benson,1955,0.000,0,0
43369,ronald neame,the card,1952,0.000,0,0
111315,norman z. mcleod,merrily we live,1938,0.000,0,0
98115,bob byington,harmony and me,2010,0.000,0,0
42188,mark romanek,never let me go,2010,0.630,15000000,9455232
11567,dominique deruddere,the wedding party,2005,0.000,0,0
27441,robert altman,countdown,1968,0.000,0,0
30036,roy rowland,rogue cop,1954,0.000,0,0
43187,compton bennett,that forsyte woman,1949,0.000,0,0
4706,anthony page,the lady vanishes,1979,0.000,0,0
9577,pepe danquart,to the limit,2007,0.000,0,0
20034,mark tonderai,hush,2008,0.000,0,0
41201,sylvain chomet,the illusionist,2010,0.311,18000000,5602431
19597,mona achache,the hedgehog,2009,0.000,0,0
46847,veiko õunpuu,autumn ball,2007,0.000,0,0
110790,george marshall,"murder, he says",1945,0.000,0,0
16015,niels arden oplev,worlds apart,2008,0.000,0,0
20263,william olsson,an american affair,2008,0.000,0,0
10311,rainer werner fassbinder,martha,1974,0.000,0,0
50834,marko naberšnik,rooster's breakfast,2007,0.000,0,0
16271,rene daalder,massacre at central high,1976,0.000,0,0
12482,rainer werner fassbinder,love is colder than death,1970,0.000,0,0
53486,paolo sorrentino,the family friend,2006,0.000,0,0
25633,nicholas ray,party girl,1958,0.000,0,0
206577,diego luna,j.c. chavez,2007,0.000,0,0
166671,sean astin,the long and short of it,2003,0.000,0,0
39933,emily abt,toe to toe,2010,0.000,0,0
81231,witold leszczynski,konopielka,1982,0.000,0,0
46756,veiko õunpuu,the temptation of st. tony,2009,0.000,0,0
46812,darlo piana,lost boys: the thirst,2010,0.000,4400000,0
46837,gregg araki,kaboom,2010,539957.000,0,539957
76825,nikos nikolaidis,morning patrol,1987,0.000,0,0
16344,zoya akhtar,luck by chance,2009,0.000,0,0
38124,peter hanson,tales from the script,2009,0.000,0,0
60035,daniel snyder,dreams on spec,2007,0.000,0,0
35379,keith melton,imax mummies secrets of the pharohs,2007,0.000,4000000,0
41308,miguel m. delgado,el padrecito,1964,0.000,0,0
75341,julia bacha,budrus,2010,0.000,0,0
92950,mikio naruse,wife! be like a rose!,1935,0.000,0,0
113456,františek vláčil,adelheid,1970,0.000,0,0
44549,anusha rizvi,peepli [live],2010,3.040,2270000,6900000
155852,tomasz zygadło,the moth,1980,0.000,0,0
174792,sam wood,the girl said no,1930,0.000,0,0
131861,robert gist,an american dream,1966,0.000,0,0
45739,stephen hopkins,tube tales,1999,0.000,0,0
45649,quentin dupieux,rubber,2010,0.196,500000,98017
39681,daniel grou,seven days,2010,0.000,0,0
41505,måns mårlind,shelter,2010,0.039,22000000,851517
40048,allen wolf,in my sleep,2010,0.000,0,0
8749,aki kaurismäki,hamlet goes business,1987,0.000,0,0
14088,akio sakai,barefoot gen 2,1986,0.000,0,0
50656,jacob thuesen,the early years: erik nietzsche part 1,2007,0.000,0,0
16290,jeff tremaine,jackass 3d,2010,5.861,20000000,117224271
39312,sebastian junger,restrepo,2010,1422910.000,0,1422910
42307,dean francis,road train,2010,0.000,0,0
45650,joe dante,the hole,2009,0.000,0,0
64156,zhang yibai,spring subway,2002,0.000,0,0
42941,ben ketai,30 days of night: dark days,2010,0.000,0,0
50475,kim hyung-joon,no mercy,2010,0.000,0,0
97241,neil gaiman,a short film about john bolton,2003,0.000,0,0
39440,davis guggenheim,waiting for 'superman',2010,0.000,0,0
52848,roy del ruth,the west point story,1950,0.000,0,0
41009,ian fitzgibbon,perrier’s bounty,2009,0.000,0,0
73348,edward dmytryk,where love has gone,1964,0.000,0,0
52358,george fitzmaurice,suzy,1936,0.000,0,0
32540,johnny kevorkian,the disappeared,2008,0.000,0,0
74896,mark rydell,the fox,1967,0.000,0,0
44890,lloyd bacon,the frogmen,1951,0.000,0,0
44823,peter orton,jerry springer: the opera,2005,0.000,0,0
39514,robert schwentke,red,2010,1.236,58000000,71664962
213864,john golden,fat guy goes nutzoid,1986,0.000,0,0
90930,jacques poitrenaud,strip-tease,1963,0.000,0,0
86233,larry peerce,the other side of the mountain,1975,0.000,0,0
98364,george cukor,the actress,1953,0.000,0,0
44716,susanne bier,in a better world,2010,0.000,15000000,0
43931,wes craven,my soul to take,2010,0.793,25000000,19829957
63611,félix viscarret,under the stars,2007,0.000,0,0
47426,oliver stone,south of the border,2009,0.000,0,0
18590,matt tauber,the architect,2006,0.000,0,0
37810,haim tabakman,eyes wide open,2009,0.000,0,0
13548,zev berman,borderland,2007,0.000,0,0
21431,steven dieveney,big game,2008,0.000,0,0
25073,sean mcconville,deadline,2009,0.000,0,0
155445,jo baier,nicht alle waren mörder,2006,0.000,0,0
20700,kirk jones,a day in the life,2009,0.000,0,0
114333,carlos saura,the hunt,1966,0.000,0,0
201646,mark henderson,my kidnapper,2010,0.000,0,0
127083,aleksandar petrović,it rains in my village,1968,0.000,0,0
4921,angelina maccarone,vivere,2007,0.000,0,0
370264,krzysztof lang,provocateur,1995,0.000,0,0
11389,erik balling,the olsen gang,1968,0.000,0,0
45336,santiago bou grasso,the employment,2008,0.000,0,0
165911,dariush mehrjui,the pear tree,1998,0.000,0,0
37438,dev benegal,"road, movie",2009,0.000,0,0
14397,stewart hendler,whisper,2007,0.440,12000000,5285197
53655,aj kparr,the box,2007,0.000,0,0
52047,yasujirō ozu,the only son,1936,0.000,0,0
27372,yasujirō ozu,there was a father,1942,0.000,0,0
43681,jørgen leth,the perfect human,1967,0.000,0,0
41211,pascal chaumeil,heartbreaker,2010,5.443,8700000,47355187
46332,xavier beauvois,of gods and men,2010,10.356,4000000,41424067
135198,eric khoo,12 storeys,1997,0.000,0,0
44986,thomas clay,the great ecstasy of robert carmichael,2005,0.000,0,0
43738,kamen kalev,eastern plays,2009,0.000,0,0
60665,zola maseko,drum,2004,0.000,0,0
43601,victor fleming,bombshell,1933,0.000,0,0
68774,šarūnas bartas,eastern drift,2010,0.000,0,0
4729,jean girault,the gendarme gets married,1968,0.000,0,0
47792,theo angelopoulos,voyage to cythera,1984,0.000,0,0
46979,michelangelo antonioni,le amiche,1955,0.000,0,0
143336,josé luis lópez-linares,"the chicken, the fish and the king crab",2008,0.000,0,0
41436,tod williams,paranormal activity 2,2010,59.171,3000000,177512032
49207,tobias lindholm,r,2010,0.000,0,0
46103,lauro chartrand,born to raise hell,2010,0.000,10000000,0
48016,steve shimek,the maze,2010,0.000,200,0
55536,f.w. murnau,the finances of the grand duke,1924,0.000,0,0
6793,f.w. murnau,the haunted castle,1921,0.000,0,0
79743,miika ullakko,what became of us,2009,0.000,0,0
53792,william wyler,counsellor at law,1933,0.000,0,0
67232,gail dolgin,daughter from danang,2002,0.000,0,0
44076,bahman farmanara,"smell of camphor, fragrance of jasmine",2000,0.000,0,0
48015,jonathan glendening,13hrs,2010,0.000,0,0
35957,gerald mayer,dial 1119,1950,0.000,0,0
51241,xavier dolan,heartbeats,2010,62985.000,0,62985
8316,julie delpy,the countess,2009,0.000,8500000,0
31605,lamont johnson,the last american hero,1973,0.000,0,0
22398,john polson,tenderness,2009,0.000,0,0
16029,nils malmros,tree of knowledge,1981,0.000,0,0
44603,clint eastwood,hereafter,2010,2.104,50000000,105197635
41215,christopher smith,black death,2010,265318.000,0,265318
1782,gilles bourdos,afterwards,2008,0.000,15400000,0
38234,isaac florentine,undisputed iii : redemption,2010,0.000,3000000,0
11391,erik balling,the olsen gang on the track,1975,0.000,0,0
41439,kevin greutert,saw: the final chapter,2010,6.808,20000000,136150434
41733,todd phillips,due date,2010,3.258,65000000,211780824
182756,alexander korda,perfect strangers,1945,0.000,0,0
77960,delbert mann,desire under the elms,1958,0.000,0,0
44115,danny boyle,127 hours,2010,1.983,18000000,35692920
38055,tom mcgrath,megamind,2010,2.476,130000000,321887208
54315,emily atef,the stranger in me,2008,0.000,500000,0
33600,jack kinney,der fuehrer's face,1943,0.000,0,0
54109,matt cimber,the witch who came from the sea,1976,0.000,0,0
52237,george stevens,quality street,1937,0.000,0,0
43819,busby berkeley,strike up the band,1940,0.000,0,0
43007,george roy hill,period of adjustment,1962,0.000,0,0
49863,henry koster,the singing nun,1966,0.000,0,0
44214,darren aronofsky,black swan,2010,25.216,13000000,327803731
80720,david butler,you'll find out,1940,0.000,0,0
114096,robert mulligan,bloodbrothers,1978,0.000,0,0
91607,ulu grosbard,who is harry kellerman and why is he saying those terrible things about me?,1971,0.000,0,0
130917,bob clark,tribute,1980,0.000,0,0
40378,bent hamer,eggs,1995,0.000,0,0
30979,michel o. scott,the horse boy,2009,0.000,0,0
56192,larry blamire,trail of the screaming forehead,2008,0.000,0,0
46537,larry blamire,dark and stormy night,2009,0.000,0,0
49953,ben stassen,a turtle's tale: sammy's adventures,2010,0.000,0,0
43943,philip seymour hoffman,jack goes boating,2010,538000.000,0,538000
38363,doug liman,fair game,2010,1.099,22000000,24188922
40716,joseph kane,flame of barbary coast,1945,0.000,0,0
43189,mervyn leroy,million dollar mermaid,1952,0.000,0,0
3007,fritz lang,woman in the moon,1929,0.000,0,0
27563,michael curtiz,flamingo road,1949,0.000,0,0
61755,enzo g. castellari,1990: the bronx warriors,1982,0.000,0,0
59408,jerzy skolimowski,deep end,1970,0.000,0,0
79591,jean-luc godard,ten minutes older: the cello,2002,0.000,0,0
26891,michael haneke,the castle,1997,0.000,0,0
39039,raj kapoor,awaara,1951,0.000,0,0
52111,nuri bilge ceylan,the small town,1997,0.000,0,0
13630,magnus martens,united,2003,0.000,0,0
45593,angela bettis,roman,2006,0.000,250000,0
41058,samuel fuller,i shot jesse james,1949,0.000,0,0
1673,budd boetticher,comanche station,1960,0.000,0,0
28671,larry fessenden,habit,1996,0.000,200000,0
14234,pen-ek ratanaruang,ploy,2007,0.000,2000000,0
49110,abel ferrara,'r xmas,2001,0.000,0,0
126238,james benning,ten skies,2004,0.000,0,0
65726,fernando eimbcke,lake tahoe,2008,0.000,0,0
41123,jessica hausner,lourdes,2009,0.000,2500000,0
44442,jerzy skolimowski,four nights with anna,2008,0.000,0,0
48466,raman hui,scared shrekless,2010,0.000,0,0
47065,albert pyun,tales of an ancient empire,2010,0.000,1000000,0
38325,aleksei popogrebsky,how i ended this summer,2010,0.000,2500000,0
103894,alexander gentelev,thieves by law,2010,0.000,0,0
48000,dimitri kirsanoff,ménilmontant,1926,0.000,0,0
71317,grigori kozintsev,hamlet,1964,0.000,0,0
137504,mikio naruse,"older brother, younger sister",1953,0.000,0,0
64340,rené manzor,witch way love,1997,0.000,0,0
44571,gordon chan,the king of fighters,2009,0.000,12000000,0
38368,apichatpong weerasethakul,uncle boonmee who can recall his past lives,2010,0.000,0,0
112072,arto halonen,the magnetic man,2009,0.000,262000,0
114444,bill douglas,my childhood,1972,0.000,0,0
157178,jan jakub kolski,grający z talerza,1995,0.000,0,0
68849,lothar mendes,the man who could work miracles,1936,0.000,0,0
134569,joo-young ban,the house,2011,0.000,0,0
44048,tony scott,unstoppable,2010,1.678,100000000,167805466
38357,roger michell,morning glory,2010,1.470,40000000,58785180
48303,abbas kiarostami,certified copy,2010,0.000,0,0
43539,paul haggis,the next three days,2010,1.705,30000000,51148651
39210,sofia coppola,somewhere,2010,0.000,8000000,0
72421,dror zahavi,marcel reich-ranicki - mein leben,2009,0.000,0,0
62103,eugenio mira,agnosia,2010,0.000,0,0
44147,jonathan lynn,wild target,2010,0.432,8000000,3453043
92096,doru nastase,vlad the impaler: the true life of dracula,1979,0.000,0,0
43434,olivier assayas,carlos,2010,0.048,18000000,871279
45958,alejandro gonzález iñárritu,biutiful,2010,25147786.000,0,25147786
34208,peter strickland,katalin varga,2009,0.000,0,0
15036,costa-gavras,eden is west,2009,0.000,0,0
36940,paolo virzì,the first beautiful thing,2010,0.000,0,0
12444,david yates,harry potter and the deathly hallows: part 1,2010,3.817,250000000,954305868
45269,tom hooper,the king's speech,2010,27.614,15000000,414211549
38757,byron howard,tangled,2010,2.276,260000000,591794936
46757,robert aldrich,the last sunset,1961,0.000,0,0
71701,joseph losey,the damned,1963,0.000,0,0
43862,robert z. leonard,maytime,1937,0.000,0,0
43437,edward buzzell,neptune's daughter,1949,0.000,0,0
24574,mark adams,steel toes,2006,0.000,0,0
80545,philip john,wedding belles,2007,0.000,0,0
87387,vikram jayanti,the agony and ecstasy of phil spector,2008,0.000,0,0
44687,larry blamire,the lost skeleton returns again,2010,0.000,600,0
162643,charles-olivier michaud,snow & ashes,2010,0.000,600000,0
41999,don argott,the art of the steal,2009,0.000,0,0
13834,gordon macdonald,missing in america,2005,0.000,0,0
15012,kevin bray,linewatch,2008,0.000,5000000,0
44886,julie lopes-curval,you and i,2006,0.000,0,0
45317,david o. russell,the fighter,2010,3.745,25000000,93617009
41556,galt niederhoffer,the romantics,2010,0.028,4500000,123820
42363,clyde bruckman,feet first,1930,0.000,0,0
52998,carlos saura,el dorado,1988,0.000,0,0
31031,shamim sarif,the world unseen,2007,0.000,0,0
49583,michel deville,dossier 51,1978,0.000,0,0
202768,aleksandar petrović,three,1965,0.000,0,0
37927,chris marker,statues also die,1953,0.000,0,0
48486,michael dudok de wit,the monk and the fish,1994,0.000,0,0
56648,francis veber,the toy,1976,0.000,0,0
128442,abbas kiarostami,the bread and alley,1970,0.000,0,0
110115,bill douglas,my ain folk,1973,0.000,0,0
87415,jean-marie straub,from the clouds to the resistance,1979,0.000,0,0
95043,andrzej żuławski,the devil,1972,0.000,0,0
113882,ian mccrudden,islander,2006,0.000,0,0
48871,sheldon wilson,red: werewolf hunter,2010,0.000,0,0
93669,chantal akerman,the meetings of anna,1978,0.000,0,0
47088,shari springer berman,the extra man,2010,0.065,7000000,453079
147622,victor sjöström,ingeborg holm,1913,0.000,0,0
35458,tim allen,crazy on the outside,2010,88335.000,0,88335
50990,aleksi salmenperä,bad family,2010,0.000,0,0
111396,bùi thạc chuyên,adrift,2009,0.000,0,0
36373,joseph losey,m,1951,0.000,0,0
99080,george melford,the viking,1931,0.000,0,0
49787,andrew traucki,the reef,2010,0.000,0,0
253074,adam vardy,mendy,2003,0.000,0,0
64782,ingmar bergman,a lesson in love,1954,0.000,0,0
96118,ingmar bergman,all these women,1964,0.000,0,0
26769,billy corben,cocaine cowboys ii: hustlin' with the godmother,2008,0.000,0,0
43924,amir bar-lev,the tillman story,2010,0.000,0,0
46420,sean byrne,the loved ones,2009,0.000,0,0
36615,zhang yuan,little red flowers,2006,0.000,0,0
83817,cecil b. demille,madam satan,1930,0.000,0,0
51885,jiang wen,the sun also rises,2007,0.000,0,0
54523,pasquale festa campanile,hitch hike,1977,0.000,0,0
73420,josef von sternberg,dishonored,1931,0.000,0,0
45324,george hickenlooper,casino jack,2010,0.087,12500000,1083683
120835,george fitzmaurice,the devil to pay!,1930,0.000,0,0
33996,christian carion,farewell,2009,0.000,0,0
15702,arnaud larrieu,to paint or make love,2005,0.000,0,0
15436,agnès jaoui,let it rain,2008,0.000,0,0
39358,rachid bouchareb,london river,2009,0.000,0,0
6320,maurice pialat,police,1985,0.000,0,0
28699,samuel fuller,underworld u.s.a.,1961,0.000,0,0
47979,ralf huettner,vincent wants to sea,2010,0.000,0,0
48838,william monahan,london boulevard,2010,0.186,25000000,4644108
42684,colin strause,skyline,2010,6.682,10000000,66821036
34764,vijay lalwani,karthik calling karthik,2010,293500.000,0,293500
37234,mat whitecross,sex & drugs & rock & roll,2010,0.000,2000000,0
42483,gene saks,last of the red hot lovers,1972,0.000,0,0
42561,peter callahan,against the current,2009,0.000,3000000,0
42046,michael palmieri,october country,2009,0.000,0,0
52320,bent hamer,home for christmas,2010,0.000,0,0
36405,borys lankosz,reverse,2009,0.000,0,0
35123,don siegel,the verdict,1946,0.000,0,0
37083,richard wilson,pay or die!,1960,0.000,0,0
51618,david lean,the passionate friends,1949,0.000,0,0
61370,anthony mann,men in war,1957,0.000,0,0
22135,dror soref,not forgotten,2009,0.000,0,0
53654,martin ritt,the brotherhood,1968,0.000,0,0
14463,dick proenneke,alone in the wilderness,2004,0.000,0,0
35395,paul king,bunny and the bull,2009,81010.000,0,81010
38117,daniel barnz,beastly,2011,2.539,17000000,43165571
37690,milind ukey,get educated: paathshaala,2010,0.000,0,0
24837,fred vogel,august underground's mordum,2003,0.000,300,0
43347,edward zwick,love & other drugs,2010,3.427,30000000,102820008
10140,michael apted,the chronicles of narnia: the voyage of the dawn treader,2010,2.682,155000000,415686217
47607,lena dunham,tiny furniture,2010,6.408,65000,416498
80435,bryan poyser,lovers of hate,2010,0.000,0,0
38340,alexander mackendrick,a high wind in jamaica,1965,0.000,0,0
121238,ernst lubitsch,if i had a million,1932,0.000,0,0
59828,roy rowland,killer mccoy,1947,0.000,0,0
28155,larry cohen,it lives again,1978,0.000,0,0
26663,raoul walsh,the man i love,1947,0.000,0,0
86608,william a. wellman,track of the cat,1954,0.000,0,0
80572,clarence brown,intruder in the dust,1949,0.000,0,0
37710,florian henckel von donnersmarck,the tourist,2010,2.787,100000000,278731369
48946,hideo nakata,chatroom,2010,0.000,0,0
45136,henry koster,a man called peter,1955,0.000,0,0
130424,vincente minnelli,the story of three loves,1953,0.000,0,0
44028,rob stefaniuk,suck,2009,0.000,0,0
48395,jalmari helander,rare exports: a christmas tale,2010,0.000,1948000,0
44982,géla babluani,13,2010,3317662.000,0,3317662
60440,charles kinnane,the human experience,2008,0.000,0,0
57000,david lebrun,breaking the maya code,2008,0.000,1000000,0
65041,éric rohmer,triple agent,2004,0.000,0,0
39968,manuel poirier,western,1997,0.000,0,0
32234,kiyoshi kurosawa,doppelganger,2003,0.000,0,0
12823,silvio soldini,days and clouds,2007,0.000,0,0
63290,michael glawogger,workingman's death,2005,0.000,0,0
71395,joseph losey,secret ceremony,1968,0.000,0,0
43114,budd boetticher,buchanan rides alone,1958,0.000,0,0
59917,ossie davis,cotton comes to harlem,1970,0.000,1200000,0
56693,marco ferreri,dillinger is dead,1969,0.000,0,0
40882,jafar panahi,the mirror,1997,0.000,0,0
85876,ernst lubitsch,the student prince in old heidelberg,1928,0.000,0,0
62789,francesco rosi,illustrious corpses,1976,0.000,0,0
31988,mitchell leisen,hands across the table,1935,0.000,0,0
34667,jacques tourneur,nightfall,1957,0.000,0,0
5562,claude chabrol,le beau serge,1958,0.000,0,0
41187,zeki demirkubuz,fate,2001,0.000,0,0
